timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-11-01 20:50:00+10:00,22436.163,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 20:55:00+10:00,22588.664,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:00:00+10:00,22238.465,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:05:00+10:00,22132.483,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:10:00+10:00,22201.842,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:15:00+10:00,22091.648,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:20:00+10:00,22054.23,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:25:00+10:00,21987.331,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:30:00+10:00,22140.895,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:35:00+10:00,21822.804,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:40:00+10:00,21972.027,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:45:00+10:00,21854.939,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:50:00+10:00,21546.888,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 21:55:00+10:00,21476.773,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:00:00+10:00,21290.494,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:05:00+10:00,21174.113,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:10:00+10:00,21151.489,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:15:00+10:00,21147.122,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:20:00+10:00,20934.778,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:25:00+10:00,21011.625,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:30:00+10:00,20836.27,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:35:00+10:00,20678.19,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:40:00+10:00,20681.038,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:45:00+10:00,20621.418,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:50:00+10:00,20557.876,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 22:55:00+10:00,20416.065,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:00:00+10:00,20320.035,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
2025-11-01 23:05:00+10:00,20262.067,power,MW,5m,NEM,2025-11-08 12:40:13.664392,fivemin_1week
